Open Source,Country,Yearly Salary in USD
No,Norway,63506
Yes,India,12524
No,Norway,95642
No,India,7827
Yes,France,44672
No,United Kingdom,54173
Yes,United Kingdom,69452
Yes,United States,172000
Yes,United States,60000
No,United States,63592
Yes,United States,105000
No,Norway,108395
Yes,India,9393
No,United Kingdom,70841
No,Belarus,20000
No,France,42836
Yes,Portugal,25701
No,Australia,119160
No,India,12524
No,India,17689
Yes,United Kingdom,55562
No,India,15654
Yes,United States,80000
No,United States,118000
Yes,United States,110000
No,United States,93500
No,United States,58000
No,India,10958
No,Italy,46507
Yes,United States,70000
Yes,India,21133
No,Canada,32209
No,India,18785
Yes,United States,140000
Yes,Spain,42836
No,United States,100000
Yes,United Kingdom,81745
Yes,Germany,67313
Yes,Ireland,68537
No,Canada,52339
Yes,United States,140000
Yes,United Kingdom,66236
No,Italy,33045
Yes,United Kingdom,41671
Yes,United States,202000
No,United States,109100
No,United States,57000
Yes,United States,0
No,United States,80000
No,United Kingdom,138904
No,United States,145000
Yes,United States,52000
No,Ireland,0
Yes,United States,135000
No,United States,65000
No,India,9393
Yes,United States,50000
Yes,United States,125000
Yes,United States,150000
No,United Kingdom,12501
No,United States,103000
Yes,United States,90000
Yes,United Kingdom,34726
Yes,United Kingdom,125014
No,Greece,30597
No,United States,84000
No,United States,130000
No,Switzerland,61194
No,United States,53000
No,Norway,102018
Yes,United Kingdom,94455
No,United States,58000
No,United States,85000
No,Canada,56365
No,United States,91000
Yes,United States,105000
No,Australia,99967
No,United States,140
Yes,Canada,40000
No,Hong Kong (S.A.R.),63961
Yes,India,11115
Yes,United States,48500
No,United States,80000
Yes,United States,100000
No,Malaysia,9102
No,United States,115000
No,India,5479
Yes,Norway,70138
No,Norway,59936
No,Germany,79552
No,United States,95000
No,United States,65000
Yes,Germany,55075
Yes,France,52627
No,Italy,34269
Yes,United States,135000
No,United States,85000
Yes,India,14089
No,Australia,84497
No,Netherlands,183582
Yes,United States,108600
Yes,Taiwan,300000
No,New Zealand,84047
No,India,150000
No,United States,70500
Yes,Spain,122388
Yes,India,0
Yes,Spain,40388
No,New Zealand,47505
No,Canada,69248
No,Canada,40261
Yes,France,55075
No,United States,75000
No,United States,86000
Yes,United States,108000
Yes,United States,205000
Yes,Australia,112
No,United Kingdom,26808
Yes,United States,175000
Yes,United States,155000
No,United Kingdom,55562
Yes,United States,43500
Yes,United States,65000
No,United States,95000
Yes,United States,175000
Yes,United Kingdom,39306
No,United States,110000
Yes,United States,72000
No,Canada,32209
No,United States,102000
Yes,Italy,48955
No,Canada,32209
Yes,France,58746
No,Germany,29373
No,United Kingdom,76397
No,United Kingdom,118068
No,United Kingdom,29170
No,Germany,91791
No,Australia,79973
No,India,16907
No,United States,90000
No,Japan,43219
Yes,India,0
Yes,United States,80000
Yes,India,28178
Yes,United States,102000
Yes,United Kingdom,69452
Yes,United States,180000
Yes,Canada,78106
No,United Kingdom,37712
Yes,United States,275000
Yes,United States,120000
No,France,48955
No,Canada,52339
Yes,Germany,73433
No,Spain,22030
Yes,United States,110000
No,Canada,60391
No,France,67313
No,United States,122000
Yes,United States,160000
Yes,Spain,35492
Yes,India,0
No,United States,125000
Yes,Canada,70859
No,United Kingdom,69452
No,France,33045
Yes,United States,80000
No,Germany,48955
Yes,United States,120000
Yes,India,12524
Yes,United Kingdom,62507
No,United States,12000
No,United States,40000
Yes,Canada,65625
No,Canada,28182
Yes,France,73433
Yes,United States,125000
No,United Kingdom,48616
Yes,United States,82000
Yes,New Zealand,14617
No,United States,53000
No,Switzerland,114696
Yes,India,3914
Yes,United States,70000
No,United States,92000
Yes,Belgium,58746
Yes,United States,89250
No,United States,75000
Yes,United States,70000
No,Italy,30597
No,United States,200000
No,United States,85000
No,United States,80000
No,United Kingdom,51394
No,United Kingdom,47922
No,United States,119600
Yes,Switzerland,88629
Yes,United States,66000
No,United States,81000
Yes,Norway,82890
No,United States,80000
Yes,Australia,95968
No,United States,52000
No,United States,90000
No,United States,71372
No,India,6575
No,India,42267
No,Portugal,36716
No,Italy,42836
No,United Kingdom,44449
No,United States,86000
No,Spain,48955
No,United States,240000
No,United Kingdom,19447
Yes,Nepal,0
Yes,Denmark,49310
No,United States,76000
No,Germany,31000
Yes,Bangladesh,100000
No,United States,116600
Yes,Germany,110149
Yes,France,67313
No,United States,27000
Yes,United States,100000
No,United States,100000
Yes,United States,53000
Yes,United States,90000
No,United States,59000
No,India,3757
Yes,Germany,33045
No,United States,90000
No,United States,125000
No,India,12524
No,United Kingdom,38893
No,India,6951
No,Malta,36716
No,India,20351
Yes,United States,97000
No,India,5479
Yes,Australia,143952
Yes,United Kingdom,65285
No,United Kingdom,55562
No,Ireland,61194
No,United States,48000
No,United States,107000
Yes,United States,110000
No,United States,60000
Yes,United States,70000
Yes,Germany,128507
No,United States,150000
No,Germany,55075
No,United States,100000
No,Chile,35000
No,United Kingdom,111123
No,India,34440
No,United Kingdom,37504
No,United States,57000
Yes,France,55075
Yes,United States,118000
No,United States,44000
No,South Africa,48044
Yes,United States,150000
No,France,61194
Yes,Canada,40261
Yes,United States,80000
No,United Kingdom,96538
No,United States,36000
No,United States,65000
Yes,Australia,107964
No,United Kingdom,97233
Yes,United States,76500
Yes,India,7827
No,United States,50000
No,France,73433
No,United States,215000
Yes,Germany,123612
No,Kenya,38400
No,United States,72000
Yes,India,120226
Yes,Canada,78911
Yes,United States,5000
No,United Kingdom,62507
Yes,India,3381
Yes,Germany,48955
No,United States,138000
No,Italy,39164
No,United States,106000
No,Italy,104030
No,United Kingdom,18058
No,United States,108000
Yes,United States,130000
No,United States,80000
Yes,Canada,64417
No,United States,64400
No,Italy,33045
No,Spain,25701
Yes,India,0
No,Germany,55075
Yes,India,12524
No,Switzerland,93842
Yes,United States,106000
Yes,United States,130000
No,United States,165000
No,United States,80000
No,United Kingdom,57645
No,United States,130000
Yes,United States,101100
No,Germany,79552
No,Denmark,147929
No,India,12054
No,India,6373
No,United States,150000
No,United States,180000
Yes,Japan,58525
Yes,United States,110000
No,India,6262
No,United States,87500
Yes,United States,86000
No,United States,100000
No,United States,140000
Yes,United States,182000
No,India,4696
No,Italy,30597
Yes,United States,135000
No,Norway,85696
No,United Kingdom,43060
No,Ireland,116268
No,Spain,15910
No,Singapore,47315
Yes,United States,120000
Yes,United States,68000
No,Australia,59980
Yes,Germany,44060
No,United States,145000
Yes,India,21916
Yes,United States,125000
No,Austria,66579
No,Australia,67977
Yes,United States,65000
Yes,Australia,75975
Yes,Australia,54382
Yes,United Kingdom,79175
Yes,United States,125000
No,United States,96000
Yes,United States,50000
Yes,United States,150000
Yes,Germany,97910
No,United States,90000
Yes,United States,105000
No,Indonesia,3785
Yes,United States,80000
Yes,Malaysia,42983
No,Hungary,36716
No,Germany,79552
Yes,Germany,57522
No,United Kingdom,69452
No,United States,10000
Yes,India,34440
No,United Kingdom,76397
Yes,United States,150000
Yes,Australia,207931
Yes,United States,275000
Yes,United States,105000
Yes,Spain,35492
Yes,United States,70000
Yes,India,28178
No,India,4884
Yes,United States,120000
No,United States,20000
No,India,17220
Yes,Italy,85671
Yes,United States,96800
Yes,United States,130000
No,Canada,11273
No,United States,133000
No,France,36716
No,Germany,67313
No,Australia,247917
No,United States,82000
Yes,Italy,97910
Yes,United States,170000
Yes,India,11741
Yes,United States,150000
No,Canada,36235
No,United States,80080
Yes,United States,75000
No,United States,110250
No,Spain,42836
No,Germany,55075
Yes,United States,145000
Yes,United States,132000
Yes,United Kingdom,90288
Yes,India,10958
Yes,United Kingdom,86120
Yes,India,6183
No,United States,110000
Yes,France,35468
No,Germany,9791
Yes,United States,95000
Yes,Spain,24478
Yes,France,55075
Yes,United Kingdom,62507
Yes,United States,109000
Yes,India,18785
Yes,Israel,102399
Yes,Canada,80521
Yes,Germany,73433
No,Canada,80521
No,United States,140000
No,United States,95000
Yes,Germany,62418
No,Spain,51403
Yes,United States,132000
Yes,India,83341
No,United States,56500
Yes,India,7044
Yes,United States,80000
No,United Kingdom,38893
No,United States,67600
No,Canada,60391
No,Australia,111963
Yes,China,155834
No,United Kingdom,40977
Yes,Serbia,61194
Yes,Italy,36716
Yes,United States,103000
Yes,United States,126000
No,United States,120000
No,United States,62000
No,United States,100000
No,United States,96000
Yes,Canada,27377
Yes,Germany,51403
No,United States,85000
Yes,United States,100000
No,United States,150000
Yes,United Kingdom,90288
No,New Zealand,65776
No,France,41612
Yes,United States,85000
Yes,United States,160000
Yes,Germany,61194
No,Australia,61580
No,Belgium,61194
Yes,Canada,88573
Yes,United Arab Emirates,43561
No,United States,104000
No,United States,85000
No,United States,115000
No,United Kingdom,111123
Yes,India,14089
Yes,United States,80000
Yes,France,91791
Yes,United States,125000
Yes,Canada,70859
No,United States,100000
Yes,United States,105000
No,United States,81000
Yes,United States,161000
Yes,United States,40000
No,United States,115000
No,United Kingdom,180575
Yes,France,67313
Yes,Italy,0
Yes,India,0
Yes,India,2442
Yes,United Kingdom,80564
No,United States,103000
Yes,United States,90000
No,United States,110000
No,United Kingdom,76397
No,Germany,57277
Yes,India,18785
No,United States,100000
Yes,United States,120000
No,United States,102500
No,Germany,91791
No,United States,95000
No,Germany,83224
No,Italy,30597
Yes,United States,140000
Yes,United States,120000
Yes,Germany,58746
No,United States,260000
Yes,United Kingdom,90288
Yes,United States,111000
No,Slovenia,17134
No,Germany,55075
No,United Kingdom,38199
No,United States,50000
Yes,Australia,107964
No,United Kingdom,39029
No,Australia,95968
No,United States,154000
No,United States,59500
Yes,Italy,122388
No,Spain,67313
Yes,India,0
No,United States,90000
Yes,Canada,44287
No,United States,120000
Yes,Canada,48313
Yes,United States,120000
Yes,United States,90000
Yes,United States,115000
Yes,India,14089
No,India,18114
Yes,Australia,91969
No,Canada,56365
No,United States,121000
Yes,United Kingdom,0
Yes,United States,105000
No,Germany,66089
No,Austria,61194
No,United States,234000
No,Denmark,90401
Yes,Canada,108704
Yes,United Kingdom,0
No,United States,123000
Yes,United States,70000
Yes,United States,54000
No,Italy,48955
No,United States,98600
No,United States,150200
Yes,United States,125000
No,United States,150000
Yes,Germany,58746
Yes,Germany,67313
No,United States,65000
Yes,Taiwan,27118
No,India,32874
Yes,Poland,58814
No,Netherlands,100358
Yes,United Kingdom,51394
No,Canada,49279
Yes,United Kingdom,41671
Yes,United States,80000
No,United Kingdom,38893
No,France,61194
No,United States,56000
Yes,France,53851
No,United States,250000
No,United States,182400
No,United States,160000
No,United Kingdom,37226
No,United States,78000
Yes,India,0
Yes,Spain,24478
Yes,Canada,62807
Yes,United States,113000
Yes,India,40701
No,United States,65000
No,Hungary,40000
No,Germany,95462
Yes,United States,186000
No,Ireland,51403
No,United Kingdom,37504
No,United States,52000
Yes,Canada,140912
No,United States,73500
Yes,Germany,150000
No,Netherlands,80776
Yes,United States,152000
No,United States,155000
Yes,Germany,85671
No,United States,85000
Yes,Spain,24478
No,United States,110000
No,India,0
No,United States,151000
Yes,United States,100000
Yes,United States,48000
No,United States,95000
Yes,Norway,91817
No,India,4696
Yes,France,39164
No,United Kingdom,97233
No,Paraguay,7500
No,United States,100000
No,Spain,48955
No,Netherlands,82612
No,Spain,31821
Yes,Canada,64417
No,Japan,48955
No,Canada,0
No,Spain,61194
No,Canada,65222
Yes,United States,35000
No,United States,0
No,Spain,31209
No,Germany,55075
No,Germany,134627
Yes,Denmark,164366
No,Netherlands,88119
No,United States,140000
No,Netherlands,83224
Yes,United Kingdom,65285
No,United States,45500
No,India,15654
Yes,France,77104
Yes,United States,210000
No,United States,90000
No,United States,39000
Yes,Canada,40261
Yes,United States,85000
Yes,United States,29999
Yes,United States,95000
Yes,Spain,34269
Yes,United States,260000
Yes,United Kingdom,24308
Yes,Germany,47731
Yes,India,14089
No,India,23482
No,France,41612
Yes,United States,150000
No,United Kingdom,53200
Yes,United Kingdom,69452
No,United States,73000
Yes,United States,70000
No,United States,87000
No,Ireland,47984
No,United States,135000
No,Spain,29373
Yes,France,56298
No,Spain,39164
No,France,97910
No,United States,61000
No,United Kingdom,62507
Yes,United States,83000
Yes,Nicaragua,28800
No,France,39164
No,United States,65000
No,United States,93000
No,United States,240000
No,United States,100000
No,United States,0
No,Canada,104678
No,United States,111000
Yes,Germany,48955
No,United States,91000
Yes,United Kingdom,70841
No,Italy,97910
Yes,United States,148500
No,United States,120000
No,United States,105000
No,United States,80000
No,United Kingdom,50005
Yes,Japan,77883
Yes,United States,130000
Yes,United States,110000
Yes,United States,80000
Yes,United States,300000
No,United States,4800
No,United States,106000
No,India,31309
No,United States,113000
No,United Kingdom,45144
Yes,Canada,112730
Yes,France,36716
No,United Kingdom,83342
No,United Kingdom,105567
No,United States,97000
Yes,United States,117000
Yes,Greece,51403
No,United States,85000
Yes,United Kingdom,138904
No,Canada,80521
Yes,United Kingdom,56951
No,United Kingdom,41671
No,United States,88000
No,Italy,31331
No,United States,102000
No,United States,62000
No,Australia,107964
No,Canada,54755
No,United States,152400
No,United States,87000
No,Canada,24156
Yes,United States,140000
Yes,Italy,12239
No,United States,96000
No,United States,81000
No,United Kingdom,133348
No,United States,71000
No,United States,135000
No,United Kingdom,50005
Yes,Germany,61194
No,United States,102500
No,United Kingdom,45838
Yes,United States,42000
Yes,United Kingdom,21391
No,United States,140000
No,United States,85000
No,United States,63000
No,United States,85000
No,France,61194
No,Germany,91791
No,United States,75000
No,United Kingdom,41671
Yes,United States,88000
Yes,United States,120000
No,United Kingdom,61812
No,New Zealand,59980
No,Switzerland,10427
Yes,Germany,88119
No,United States,58000
No,United States,220000
Yes,Switzerland,135550
No,United States,140000
Yes,United States,73000
Yes,Belgium,42836
No,Spain,48955
Yes,Italy,44060
No,United States,109000
No,Spain,48955
Yes,United Kingdom,90288
Yes,Norway,99468
Yes,Canada,100000
No,United States,134000
No,France,48955
